c1a_c1b_s1_y1,ifn_a_CpG_0,ifn_a_CpG_1,ifn_a_CpG_3,ifn_a_LPS_0,ifn_a_LPS_1,ifn_a_LPS_3,ifn_a_PG_0,ifn_a_PG_1,ifn_a_PIC_0,ifn_a_PIC_1,ifn_a_PIC_3,ifn_a_RSV_0,ifn_a_RSV_1,ifn_a_RSV_3,ifn_a_RV_1,ifn_a_RV_3,ifn_g_CpG_0,ifn_g_CpG_1,ifn_g_CpG_3,ifn_g_CR_0,ifn_g_CR_1,ifn_g_CR_3,ifn_g_DM_0,ifn_g_DM_1,ifn_g_DM_3,ifn_g_LPS_0,ifn_g_LPS_1,ifn_g_LPS_3,ifn_g_MAB_1,ifn_g_MAB_3,ifn_g_PG_0,ifn_g_PG_1,ifn_g_PG_3,ifn_g_PHA_0,ifn_g_PHA_1,ifn_g_PHA_3,ifn_g_PIC_0,ifn_g_PIC_1,ifn_g_PIC_3,ifn_g_RSV_0,ifn_g_RSV_1,ifn_g_RSV_3,ifn_g_RV_1,ifn_g_RV_3,ifn_g_TT_0,ifn_g_TT_1,ifn_g_TT_3,il_10_CpG_0,il_10_CpG_1,il_10_CpG_3,il_10_CR_0,il_10_CR_1,il_10_CR_3,il_10_DM_0,il_10_DM_1,il_10_DM_3,il_10_LPS_0,il_10_LPS_1,il_10_LPS_3,il_10_MAB_1,il_10_MAB_3,il_10_PG_0,il_10_PG_1,il_10_PG_3,il_10_PHA_0,il_10_PHA_1,il_10_PHA_3,il_10_PIC_0,il_10_PIC_1,il_10_PIC_3,il_10_RSV_0,il_10_RSV_1,il_10_RSV_3,il_10_RV_1,il_10_RV_3,il_10_TT_0,il_10_TT_1,il_10_TT_3,il_12p40_CpG_0,il_12p40_CpG_1,il_12p40_CpG_3,il_12p40_LPS_0,il_12p40_LPS_1,il_12p40_LPS_3,il_12p40_PG_0,il_12p40_PG_1,il_12p40_PG_3,il_12p40_PIC_0,il_12p40_PIC_1,il_12p40_PIC_3,il_12p40_RSV_0,il_12p40_RSV_1,il_12p40_RSV_3,il_12p40_RV_1,il_12p40_RV_3,il_13_CR_0,il_13_CR_1,il_13_CR_3,il_13_DM_0,il_13_DM_1,il_13_DM_3,il_13_MAB_1,il_13_MAB_3,il_13_PHA_0,il_13_PHA_1,il_13_PHA_3,il_13_TT_0,il_13_TT_1,il_13_TT_3,il_4_CR_1,il_4_CR_3,il_4_DM_1,il_4_DM_3,il_4_MAB_1,il_4_MAB_3,il_4_PHA_0,il_4_PHA_1,il_4_PHA_3,il_4_TT_1,il_4_TT_3,il_5_CR_1,il_5_CR_3,il_5_DM_1,il_5_DM_3,il_5_MAB_1,il_5_MAB_3,il_5_PHA_1,il_5_PHA_3,il_5_TT_1,il_5_TT_3,il_8_CpG_0,il_8_CpG_1,il_8_CpG_3,il_8_LPS_0,il_8_LPS_1,il_8_LPS_3,il_8_PG_0,il_8_PG_1,il_8_PG_3,il_8_PIC_0,il_8_PIC_1,il_8_PIC_3,il_8_RSV_0,il_8_RSV_1,il_8_RSV_3,il_8_RV_1,il_8_RV_3,tnf_a_CpG_0,tnf_a_CpG_1,tnf_a_CpG_3,tnf_a_LPS_0,tnf_a_LPS_1,tnf_a_LPS_3,tnf_a_PG_0,tnf_a_PG_1,tnf_a_PG_3,tnf_a_PIC_0,tnf_a_PIC_1,tnf_a_PIC_3,tnf_a_RSV_0,tnf_a_RSV_1,tnf_a_RSV_3,tnf_a_RV_1,tnf_a_RV_3
il_10_CR_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.005203288,-0.097510297,0.455861251,0.041169384,0.009282809,0.101507794,-0.017740927,0.33760443,-0.039500847,0.044779085,0.358105914,0.013467183,0.00038813,0.222748918,0.014000975,-0.052262922,0.468182328,0.049259216,0.00703232,0.514636413,0.010119298,0.404756628,-0.004735278,0.026446559,0.456804294,-0.040283983,-0.023546569,0.172682287,-0.099616432,0.023732569,0.195090881,-0.097463179,0.075289366,0.178972089,-0.085087786,-0.102952117,0.242271123,-0.035505658,0.01191602,0.348232213,-0.007315897,0.391863078,0.030558064,0.004845099,0.398259572,-0.033652461,-0.071469274,0.139773835,0.009078967,0.058106148,0.039925409,0.061232643,-0.01412947,0.033178386,0.031159436,0.209284527,-0.009076978,0.310970022,-0.030612731,0.071925416,0.071484799,0.052993395,-0.009198947,0.048057949,0.000582167,0.059602115,0.114822576,-0.005678624,0.379875576,-0.10873666,0.140307394,0.026629946,0.052813363,0.035430544,-0.030285583,0.026045215,0.216648665,-0.081841405,0.00515518,0.253376786,-0.070372053,0.011885834,0.033974662,-0.106144492,0.035023413,0.058723444,-0.077924081,0.002847202,0.307851221,-0.114315126,-0.033531341,0.278765582,0.01782049,0.197446199,-0.096657535,-0.06817127,0.338712582,-0.022044723,0.004084464,0.081697252,-0.033948739,0.034983604,-0.000111566,-0.110752188,-0.091906718,0.285244349,-0.054303787,-0.084775774,0.351003493,-0.052187931,0.314498441
il_10_DM_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.048755428,0.0315065,0.193382272,-0.01629331,0.015262011,0.012099477,0.017159412,0.235863112,-0.008495238,0.026632848,0.393846343,0.038771176,0.05276091,0.226256084,-0.001028888,-0.000703777,0.136543722,0.034193266,-0.013524192,0.039201024,0.018672599,0.189404343,0.034943857,-0.010806362,-0.045116965,0.031974154,-0.00591393,0.199340307,0.08270486,-0.088741568,0.181479582,0.078957245,-0.095447044,0.165416323,0.006442237,-0.035100286,0.069172437,0.047879447,-0.040140296,0.078361416,0.005440074,0.11715145,0.068710803,-0.035140318,0.149825072,0.029007893,-0.083780146,-0.005307019,0.012405473,0.205892629,0.019703138,0.019557956,0.155760619,0.030117678,-0.033120992,0.046703834,-0.018051884,0.035522141,-0.008840163,-0.001256785,0.045998777,0.185781018,0.007958915,0.040758477,0.016298606,-0.037761237,0.056141745,-0.025034524,0.035115633,-0.087917556,0.019805267,0.036865392,0.00733779,0.010046155,-0.005207293,-0.021760145,0.125314199,0.000269337,0.02921767,0.159048716,0.023471626,0.030195665,0.138834507,0.010980252,0.016112849,0.128825581,-0.03609713,0.014471813,0.129796377,-0.014997328,-0.001698604,0.003170018,0.023106847,0.120518858,0.039566818,0.0095384,0.062739659,0.001705213,-0.044912142,0.08342737,-0.007199546,-0.073120357,0.11603877,0.013619707,-0.040747849,0.026970759,0.009138403,-0.056141186,0.010737179,-0.0525522
il_10_DM_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-0.005726851,-0.033612197,0.198413235,0.053842841,0.299038558,-0.046888906,0.023701902,0.293317322,-0.043169952,-0.013872612,0.27935321,-0.008434858,0.073912635,0.375607107,-0.018049238,-0.025214543,0.356128654,-0.062644677,0.202906163,-0.008265433,0.044127381,0.423959786,-0.052507768,0.035714477,0.059980352,-0.074551488,0.085404266,0.150954584,-0.048108879,0.11432931,0.123969642,-0.113882255,0.088948269,0.247053226,-0.046663035,0.060561988,0.132501855,-0.148452946,0.040216098,-0.079713975,-0.013673019,0.229960612,-0.046391892,0.024254358,0.312675956,-0.001668917,0.164940362,-0.042032869,-0.033059812,0.036359797,-0.060688284,0.007007338,0.198409115,-0.017845077,0.149279998,-0.113936234,0.186837774,-0.020851875,0.117761573,-0.079108897,-0.031133569,0.03552948,-0.058082176,0.154186912,0.04279745,0.248010162,-0.034938193,0.304765748,-0.016779921,0.173929319,-0.074596493,0.044308803,-0.071311228,0.229078295,-0.032780864,0.208306793,0.035257231,-0.002516923,0.10796324,0.032896241,0.082807693,0.139370988,0.009106025,0.004124513,0.196113453,0.009032823,-0.046680981,0.220056571,0.059350703,-0.018631579,0.067132922,0.004402122,0.119607311,0.294483906,-0.047410177,-0.013012938,0.124970433,-0.022346414,0.008596212,0.088459219,-0.086055321,0.124095609,0.343840937,-0.04612146,0.082289642,0.27369901,-0.061949098,0.214482848,-0.055863876
il_10_DM_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.071768754,0.109937329,0.315431482,0.067200421,0.405947757,0.044238243,0.14576434,0.517725327,0.049462352,0.050700536,0.225628709,0.058555297,0.004923068,0.43063625,0.132722447,0.100908075,0.517179566,0.097731779,0.388065523,0.008909157,0.101558693,0.459038622,0.054696151,-0.082188566,0.158957255,-0.030302385,0.06882554,0.2466311,-0.027336124,0.064631076,0.219827,-0.017517244,-0.02230471,0.288687945,0.104798992,0.031324882,0.290544729,0.040268338,0.254865027,0.023292563,-0.062487066,0.086979252,-0.097666664,-0.038498346,0.19761613,0.063573785,0.117920423,0.075596463,0.046435633,-0.026462558,0.015943968,0.032284956,0.242003806,-0.051072899,0.01707576,-0.012073603,0.127430597,0.057638114,0.085750785,0.067797492,0.043036696,-0.064534048,0.07273482,0.193292722,-0.059480211,0.119253087,-0.036206905,0.226305031,0.087996765,0.101503034,0.03683587,-0.025137727,0.04537351,0.279176676,-0.022983891,-0.001812786,0.276779976,-0.007667795,0.069249812,0.11202864,0.000596942,0.048348583,0.201138359,-0.073951798,-0.065632106,0.27445274,-7.52429E-05,-0.079692649,0.288211544,-0.087253699,0.28930787,-0.014808463,-0.044952253,0.227068076,0.032557953,0.047679653,0.232190271,0.043255402,0.058307801,-0.006132664,-0.042532233,-0.068191213,0.253423294,0.05754384,-0.081548376,0.266308132,-0.005584397,0.284387449
il_10_LPS_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.109327799,0.082966459,-0.004546849,0.037047178,0.617877934,0.110763322,0.150874842,0.174230583,0.077080342,0.075972832,0.227310387,-0.02136124,0.052508869,0.433618035,0.03702509,0.094690276,0.024295432,0.075876919,0.358920796,-0.019614949,0.060411291,-0.035264919,0.001437405,0.013773221,0.19915898,0.030239865,-0.085919063,0.195941708,0.058223749,-0.112606367,0.184329365,0.031612476,-0.041088381,0.234195851,0.047719095,0.017041612,0.096324317,0.04350806,0.104901603,-0.006299577,-0.010932397,0.057034491,-0.077188507,-0.068251676,0.026289807,0.048635347,0.193446882,0.051952403,-0.021833694,0.102564717,-0.043558622,0.073837629,0.038542896,-0.014267445,-0.017704335,-0.015046145,0.046824643,0.032149803,0.14105113,0.054964925,-0.011751795,-0.015118289,0.015568912,-0.000649508,-0.013945159,-0.053401486,-0.101017135,0.026285554,0.057566272,0.029021773,-0.042064836,-0.032006213,0.072139273,0.227440541,0.053580476,0.02404436,0.384770956,-0.092491226,0.038466694,0.335539175,-0.089351711,0.020507212,0.159963067,0.066476124,0.003395655,0.208594243,-0.042099862,-0.01731183,0.015906019,0.011469636,0.075293379,-0.0189265,0.049276795,0.402972293,-0.001875625,-0.083605117,0.188110959,0.071054602,-0.097353664,0.151253268,-0.029517646,0.004428627,0.120477534,-0.049748307,-0.039960411,0.039986863,0.016902158
il_10_LPS_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.247035039,0.360310504,0.090106819,0.072151072,0.478221247,0.113903677,0.027341106,0.321540189,0.024307538,0.024715282,0.060527989,0.112935397,0.040076752,0.212369694,0.06548253,0.146761324,0.035439016,-0.013352246,0.215015459,0.056673003,0.115338626,-0.026388174,-0.000360989,0.025654761,0.312380098,0.057087518,0.011867569,0.222705535,-0.007772746,0.049271722,0.080773434,0.122510481,0.038415684,0.038178526,-0.005385632,-0.037537633,-0.014035251,-0.058958285,-0.036810172,-0.091501758,-0.075975188,0.07460477,0.035368359,0.31453842,0.051728186,0.025769977,0.084154016,-0.037788592,-0.024356398,0.158947474,0.081254861,-0.041607262,-0.070746656,0.020584095,0.007584962,0.275208993,0.040617732,0.113780888,0.101891824,-0.03056459,0.127482418,0.052288967,-0.03075033,-0.039267866,0.068456598,0.077637598,0.289210188,0.03551694,0.117349118,-0.039932453,0.141446316,0.051290106,0.034572537,-0.001440946,-0.010266899,0.03496916,0.232313934,0.081222776,0.061706087,0.232264362,0.085112991,0.006092218,-0.087234893,0.007743641,0.009273336,0.049521456,0.019238416,-0.062680085,0.089353488,0.007017276,0.032895771,-0.027269983,0.018432857,0.53447228,0.110561734,0.0049945,0.246108167,-0.076802255,-0.004448212,0.045004061,0.031153319,0.041074992,0.037688635,-0.062279592,0.005615176,0.051270135
il_10_LPS_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.110233235,0.382053631,0.038082125,0.145002325,0.441100467,0.090298368,0.148238112,0.342130224,0.097656203,0.06118272,0.289516751,0.044862805,0.129856615,0.18687582,0.144109706,0.211046823,-0.019100324,0.155491544,0.207264282,0.0948622,0.013495929,0.060622831,0.0527175,0.05063692,0.132607393,0.024909034,0.040496466,0.040749329,0.0570914,-0.000926286,0.168942828,0.077595575,0.024592243,0.051502163,0.070169393,0.042170379,0.035152412,-0.012041031,-0.106369528,-0.009462879,-0.015855531,0.052588588,0.091521977,0.239421689,0.118812166,0.080714405,0.146102619,0.028212798,0.066645139,0.152022463,-0.006278766,-0.122197609,-0.030159672,0.010038782,0.078016946,0.146046774,0.08775136,0.074481005,0.105082697,0.069025376,0.116712045,-0.057364323,-0.070554725,-0.058739376,0.031549028,0.075040252,0.225581869,0.061495611,0.150752671,0.04779026,0.146140498,-0.042533753,0.011974531,0.047273961,-0.015240182,0.106912692,0.355540983,0.012862257,0.058249344,0.32017599,-0.033442386,-0.041238249,0.064059646,-0.053801046,-0.038345901,0.060062722,-0.008470634,0.011236914,0.014558902,0.032389424,-0.049792975,0.008630105,0.204183564,0.477635933,0.012667834,0.024227475,-0.035204425,0.011352105,0.044902568,0.154399985,0.02936438,-0.02619422,-0.071667789,0.040611674,-0.009936321
il_10_MAB_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.124644113,0.029313056,0.388327817,0.01383147,0.052935322,0.301850736,-0.001578568,0.072962178,0.268418681,0.05840961,-0.012000292,0.353949202,0.049758051,0.28364774,0.014165848,-0.018386364,0.281372843,0.085925548,0.076219182,-0.036998259,-0.031718597,0.053847187,0.175718502,0.060622439,0.053153215,0.147550361,-0.030333334,0.092270302,0.206334801,0.026429281,0.018978637,0.026556076,-0.039477358,-0.042574514,-0.036223835,-0.046480822,0.030515099,-0.034544116,-0.034052944,0.164299079,0.073830629,0.506963875,0.092835135,0.058929755,0.10311028,-0.064834092,0.038872906,0.207716966,0.134105899,0.036623324,-0.046902781,0.132640672,0.060256718,0.437160043,0.11221858,0.044909242,0.115857979,-0.059013341,0.212424877,0.114743904,0.031990746,-0.004523277,0.161887501,0.113735041,0.460597495,0.082731291,0.152649219,-0.049030652,0.222516228,0.119169094,0.092964452,-0.00135015,-0.02198774,0.069212705,0.197552532,0.086969183,0.09385309,0.19869641,0.062671029,0.096227159,-0.051797406,-0.012700101,0.060637483,0.03756815,0.027774982,-0.024266376,0.059925612,0.034437459,0.173046278,-0.061481782,0.032565466,0.295024612,0.072721729,0.023045723,0.182773916,-0.104565536,0.046316052,0.206078387,0.018702282,0.03250032,0.110762847,-0.029491474,0.171791063,-0.017671501
il_10_MAB_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.001128492,0.038705082,0.398385467,0.063097045,0.025366767,0.485662723,0.007828702,-0.033647884,0.407465075,0.044151814,0.056222883,0.414506775,0.086817841,0.366230137,-0.059802405,0.110437999,0.405855851,0.050548692,0.006607798,0.13899586,-0.011999796,0.068103809,0.140658784,-0.017036959,0.070738387,0.213537238,-0.021648159,-0.064162121,0.304132311,0.083304359,-0.012364039,0.279048628,0.052154239,0.219589075,0.062369335,-0.009204098,0.136371712,-0.01885317,-0.050961048,0.264081705,0.137634225,0.558504649,0.132587336,0.106790656,0.241430699,0.07635095,0.083113346,0.341057997,-0.001034648,0.026932715,-0.002255461,0.132420373,0.205692208,0.500119585,0.092809883,0.134967455,0.227912581,0.149385513,0.196900722,-0.041825585,0.107148671,-0.104468375,0.211219136,0.135571185,0.511801327,0.101717498,0.230550056,0.069243068,0.311315373,-0.103378249,0.006755314,0.232082424,-0.028373863,0.037063435,0.234067851,-0.015846361,0.043378202,0.317778517,-0.101271646,-0.035963515,0.264706466,-0.074333032,-0.054076439,0.256932011,-0.01304247,0.167397143,-0.045321061,-0.106972964,0.152121929,0.073865133,0.122292885,0.274767334,0.098018736,-0.011552929,0.04382703,-0.054640673,-0.013644402,0.319018167,0.058477081,-0.069883901,0.186090322,-0.029972191,0.203328509
il_10_PG_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.067687119,0.079470391,0.26277495,0.023118242,0.029821918,0.135471462,-0.007196387,0.0024898,0.406108545,0.061115093,0.041176785,0.060116134,0.015816898,0.30759803,0.014926089,-0.019621305,0.074765864,-0.025123738,-0.047398857,0.319244558,0.050185383,-0.023559785,0.490532772,0.024716797,-0.025357488,0.252021717,0.0399035,0.01511296,0.26352152,0.054055038,-0.028785956,0.050285344,-0.012338292,0.068729422,-0.021866624,-0.034378623,0.05548202,-0.012486922,-0.055935832,0.025101058,-0.015342597,0.12029343,-0.000454014,-0.075143168,0.095427685,-0.020080509,-0.023674008,0.017037186,-0.020479744,-0.023969541,0.025881251,0.021933177,-0.019938963,0.106801071,-0.033636709,-0.072876419,-0.014251549,-0.028724088,-0.000765109,-0.039379802,0.025193447,-0.053355585,0.016661854,-0.006714059,-0.030556807,-0.092368146,-0.01789303,-0.009823285,0.347984715,0.028937044,-0.074940657,0.435503985,-0.028007968,0.00364924,0.442698571,-0.048940109,-0.016762231,0.233306039,-0.015367472,-0.09057918,0.366830683,-0.041402514,-0.089065669,-0.043425286,0.00510003,0.167723791,-0.005551567,0.028722831,0.366654239,0.031979886,-0.056252688,0.341498647,0.019206671,-0.033024474,0.154797587,-0.040331083,-0.001057957,0.211316716,-0.002003265,-0.077466281,0.071015272,0.033980496
il_10_PG_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.171012483,-0.019223442,0.43188917,-0.031782641,-0.024971716,0.288175998,0.116478424,0.0204534,0.351327665,0.106836373,0.213955459,0.09132105,0.017077643,0.324946562,0.12524364,0.033854537,-0.037229139,0.073301098,-0.026525077,0.18700289,0.102489701,0.006593074,0.347154259,0.025028201,-0.016737773,0.204940706,0.107806851,0.013379698,0.080550131,0.060181837,-0.053027797,0.061393378,-0.031191858,0.043001126,-0.028968796,-0.059026378,0.113832882,0.007619265,0.343515341,0.054588469,0.065642008,0.180428744,-0.077150012,-0.006415739,0.221256829,0.1697283,0.03530097,-0.02258488,0.063467665,0.002323771,0.292668805,0.006426724,0.069393586,0.173343152,-0.122094596,0.233032247,0.125493817,0.010414912,0.022703499,0.128940301,0.071658836,0.339267658,0.02596928,0.183591922,-0.08633109,0.231623412,0.12609013,0.068111593,-0.007491634,0.035969453,0.041926631,0.21219986,0.096870854,0.072195239,0.196633031,0.11280478,0.025453631,-0.032536492,0.060436828,0.035151997,0.002724088,0.100452204,-0.020074179,0.10189642,-0.040196126,0.200502148,0.038679463,0.064933608,0.312077048,0.066700102,0.075892599,0.436274537,-0.052659479,-0.00832125,0.260010692,0.071509699,0.045201974,0.198943947,0.044038755,0.151657093,0.077337331
il_10_PG_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.09132157,0.128932767,0.352196936,0.037626456,-0.003802353,0.451449741,0.11549037,0.062756786,0.481257694,0.110603523,0.378323286,0.016630374,0.043599979,0.338197867,0.00597127,-0.014008782,0.205594152,-0.016620809,0.072995454,0.19496745,-0.033055632,0.082863037,0.298571637,-0.053964011,-0.072485267,0.271268541,0.047953474,0.046815238,0.278240186,0.057389869,0.240572158,0.057629716,-0.032163119,0.034827805,-0.026164877,-0.063344751,0.102538288,0.039059759,0.18037178,0.133246482,0.107305571,0.045190257,0.048814589,0.002818536,0.158159484,0.016153883,-0.05914899,-0.050681224,-0.029184306,0.051750563,0.144972639,0.103287072,0.096134733,0.03036119,0.033580969,0.071354572,-0.041475349,0.067728846,-0.075815954,0.104756557,0.035005007,0.150306616,0.073441452,0.037496792,0.002841724,0.177298243,-0.062696953,-0.013460944,0.297074905,-0.030718563,0.05896601,0.117937678,-0.016400732,0.031282369,0.248472268,-0.03688502,-0.011844719,0.284291609,-0.059639446,-0.050454048,0.337301503,-0.009988982,0.205047946,0.002566319,-0.012036703,0.230622996,0.05897576,0.035593504,0.213584041,0.076574121,0.038633076,0.139762626,-0.027499404,-0.040797084,0.270918694,0.037239727,-0.019400784,0.2621526,0.030046578,0.286324706
il_10_PHA_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.104628479,0.126722974,0.375822549,0.013705988,0.034509519,0.059948782,0.016263111,0.033710901,0.101967902,0.042464033,0.162686319,0.028323403,-0.007245478,0.016465832,-0.014134815,0.033745979,0.180872539,-0.002823573,-0.054147848,0.170162653,-0.036312275,-0.062416344,0.209685248,0.020341496,0.004534905,-0.037305993,-0.018798719,-0.023301912,-0.005061978,0.036654147,0.227953956,0.019415143,-0.043578329,0.215945495,-0.063595761,-0.081393077,0.02854027,-0.01552388,0.549734671,0.064256943,0.023508345,0.266292898,0.002854116,-0.037409799,-0.026730004,-0.035744386,-0.062230276,-0.068579055,-0.010534663,0.010496882,0.47001817,0.0510844,0.066212637,0.018919127,-0.046215953,-0.014162717,-0.039443371,-0.052092924,-0.084186661,0.020311381,0.009471221,0.039178637,0.025616697,-0.019428056,-0.016721974,0.155705653,0.055071457,0.028103207,0.227102347,0.023664101,0.000340578,0.185103865,0.020633496,-0.002854914,0.128104782,-0.044244309,0.029637779,0.042441573,-0.020486422,0.041693297,0.025724449,0.016453574,0.155966767,0.092842162,0.015498253,0.071774112,-0.014657753,0.002810148,0.046046279,-0.071470455,-0.025300483,0.132105425,0.029276127,0.025220786,0.015771985,0.005672324,-0.002953003,0.050018568,-0.047477642
il_10_PHA_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.132275255,0.118156706,0.269158295,0.113090013,-0.01274179,0.291373688,0.06585103,0.226136537,0.096887739,0.019898706,0.313553095,0.037418186,0.051013608,0.028865709,0.090868873,-0.040179692,0.046406477,-0.008820165,-0.039735257,0.151720404,-0.065546054,-0.018303168,0.106698085,0.034040386,0.007799527,-0.011253244,0.024498522,-0.042473323,0.028590783,0.044641397,0.124997197,-0.033396568,-0.014096637,0.109387955,-0.010180988,0.283458118,0.026222005,0.146998234,0.395572107,0.079711129,0.025813825,0.187138298,0.084747818,0.064760511,-0.103804383,0.039021931,-0.092731386,0.218982694,-0.038219794,0.109224051,0.443350688,0.032654064,0.158477236,-0.00190311,0.086889885,-0.024804916,0.081964369,0.00550293,0.244694405,-0.006132087,0.345309587,0.044915881,0.169815784,0.010907225,0.079154388,-0.029046951,0.06286814,0.081986368,0.048583215,0.092229684,0.093351438,0.082947027,0.09143348,0.075622886,-0.01573692,0.080082437,0.029723583,-0.012284106,0.066530554,0.066616841,-0.036748127,-0.014196545,0.275373321,0.035196982,0.036235952,0.181647147,0.02222627,0.017409657,0.293949874,-0.086336085,0.026008919,0.307589299,0.046584083,-0.055066141,0.200059304,0.009807114,0.260700885,-0.061308965
il_10_PHA_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.066587454,-0.051027607,0.226608328,0.021825055,-0.001656161,0.189063981,0.008627083,0.228727461,-0.020249495,0.077309354,0.202390542,0.072414951,0.115333458,0.15940013,-0.040417936,-0.057119502,-0.082268668,-0.013036675,-0.011045327,0.083799284,-0.011259715,-0.145637496,0.078850716,0.062666758,-0.048617032,0.142584358,0.037123263,0.04354481,0.14255088,0.135446447,0.145824473,0.028648293,-0.013645951,0.223892873,0.086941319,0.398967338,0.182353717,0.260745664,0.609719621,0.10789742,0.080490359,0.234702249,0.063650636,-0.001314242,-0.01202564,0.023119254,0.139253434,0.311369039,0.154483458,0.23947041,0.593461953,0.081686314,0.10974779,0.085811836,0.107389585,-0.08060116,0.134426135,0.021479169,0.363031118,0.187609577,0.555556497,0.037751436,0.168938834,-0.103116031,-0.022321945,0.135724489,0.00224916,0.049699471,0.214401414,0.003199752,0.02911446,0.292655493,-0.089666313,0.006879217,0.140688369,-0.070034249,0.017691519,0.130275848,0.059174666,-0.061437909,-0.018417755,-0.045305857,0.200654671,0.035361933,-0.00325963,0.185455148,0.035705516,-0.002110318,0.122911792,-0.006278998,0.010878906,0.207870444,0.009686152,-0.058521611,0.14553381,-0.100896614,0.046249533
il_10_PIC_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.092939179,0.098366693,0.115747589,0.054799687,0.03879903,0.075534919,0.045374376,0.154037868,0.024732738,-0.007260313,-0.002434699,-0.030624582,-0.029095244,0.15721102,-0.02035834,-0.084641669,0.146280986,-0.01582912,-0.062964368,0.336358829,0.047236615,0.005427102,0.177259081,-0.098248789,-0.044941738,0.017064409,-0.009840327,0.119307905,0.036509941,-0.024756462,0.137070587,-0.042095879,-0.046073388,0.023212185,0.027943138,0.283839659,0.052882699,0.055040557,0.13707624,0.004762896,-0.022352784,-0.009389197,-0.047230191,-0.026771786,-0.05636668,0.009855817,-0.007140276,0.227085468,0.066655844,0.048613308,-0.011177121,-0.019995059,0.038912943,-0.017601894,-0.018745603,-0.099692826,0.013698544,0.032477662,0.018077716,0.06455889,-0.000583762,-0.015209349,0.135448763,-0.006393185,0.080303371,0.118704969,0.022968178,0.082503058,0.076544145,-0.009722935,0.0674824,0.138779347,-0.02063798,0.043144354,0.121132045,-0.035061139,0.052325463,-0.005732649,0.017581332,0.222654015,0.058973001,0.009772019,0.027650486,-0.009043014,-0.013782174,-0.022819782,-0.000872098,-0.021126978,0.422796765,0.096826185,0.101596979,0.046292288,-0.024319469,0.000927025,0.044994103,-0.060780137
